x(dtmb),y(dtmb),z(dtmb),psi(dtmb),theta(dtmb),phi(dtmb)
2.268491e+03,9.100270e+02,-2.234392e+01,5.754373e-01,5.915684e-02,1.889196e+00
2.276934e+03,9.154612e+02,-2.237387e+01,5.746588e-01,5.061194e-02,1.854318e+00
2.285378e+03,9.208994e+02,-2.232656e+01,5.736793e-01,4.124406e-02,1.822224e+00
2.293825e+03,9.263404e+02,-2.219987e+01,5.725459e-01,3.105198e-02,1.792811e+00
2.302274e+03,9.317829e+02,-2.199144e+01,5.713027e-01,2.004872e-02,1.765955e+00
2.310726e+03,9.372258e+02,-2.169872e+01,5.699899e-01,8.260557e-03,1.741506e+00
2.319182e+03,9.426680e+02,-2.131900e+01,5.686433e-01,-4.274140e-03,1.719298e+00
2.327643e+03,9.481084e+02,-2.084941e+01,5.672939e-01,-1.750611e-02,1.699145e+00
2.336108e+03,9.535461e+02,-2.028706e+01,5.659683e-01,-3.137650e-02,1.680846e+00
2.344578e+03,9.589802e+02,-1.962900e+01,5.646886e-01,-4.581818e-02,1.664185e+00
2.353053e+03,9.644099e+02,-1.887231e+01,5.634728e-01,-6.075705e-02,1.648934e+00
2.361532e+03,9.698344e+02,-1.801414e+01,5.623359e-01,-7.611336e-02,1.634857e+00
2.370015e+03,9.752531e+02,-1.705172e+01,5.612898e-01,-9.180300e-02,1.621713e+00
2.378501e+03,9.806655e+02,-1.598246e+01,5.603443e-01,-1.077388e-01,1.609256e+00
2.386990e+03,9.860710e+02,-1.480392e+01,5.595075e-01,-1.238317e-01,1.597240e+00
2.395481e+03,9.914691e+02,-1.351623e+01,5.587868e-01,-1.399180e-01,1.585158e+00
2.403973e+03,9.968590e+02,-1.212996e+01,5.581914e-01,-1.555437e-01,1.571753e+00
2.412464e+03,1.002240e+03,-1.065353e+01,5.577301e-01,-1.702754e-01,1.556262e+00
2.420954e+03,1.007610e+03,-9.110272e+00,5.573973e-01,-1.833626e-01,1.538679e+00
2.429441e+03,1.012969e+03,-7.512216e+00,5.571855e-01,-1.943682e-01,1.518477e+00
2.437927e+03,1.018317e+03,-5.846853e+00,5.570846e-01,-2.034097e-01,1.495606e+00
2.446411e+03,1.023653e+03,-4.130995e+00,5.570619e-01,-2.101634e-01,1.469936e+00
2.454892e+03,1.028978e+03,-2.393046e+00,5.570621e-01,-2.143333e-01,1.441649e+00
2.463371e+03,1.034291e+03,-6.459373e-01,5.570096e-01,-2.157757e-01,1.410734e+00
2.471849e+03,1.039593e+03,1.096024e+00,5.568130e-01,-2.144483e-01,1.377361e+00
2.480328e+03,1.044885e+03,2.814266e+00,5.563680e-01,-2.103920e-01,1.341913e+00
2.488808e+03,1.050168e+03,4.490175e+00,5.555654e-01,-2.037341e-01,1.304868e+00
2.497291e+03,1.055440e+03,6.105310e+00,5.543006e-01,-1.946843e-01,1.266776e+00
2.505780e+03,1.060702e+03,7.642755e+00,5.524813e-01,-1.835008e-01,1.228189e+00
2.514276e+03,1.065953e+03,9.086128e+00,5.500387e-01,-1.705054e-01,1.189685e+00
2.522782e+03,1.071191e+03,1.042093e+01,5.469284e-01,-1.560294e-01,1.151784e+00
2.531300e+03,1.076415e+03,1.163605e+01,5.431274e-01,-1.403645e-01,1.114905e+00
2.539831e+03,1.081622e+03,1.272253e+01,5.386389e-01,-1.237857e-01,1.079427e+00
2.548377e+03,1.086811e+03,1.367373e+01,5.334882e-01,-1.065281e-01,1.045679e+00
2.556940e+03,1.091979e+03,1.448557e+01,5.277138e-01,-8.875575e-02,1.013886e+00
2.565521e+03,1.097126e+03,1.515547e+01,5.213642e-01,-7.058722e-02,9.842175e-01
2.574121e+03,1.102248e+03,1.568126e+01,5.145003e-01,-5.213657e-02,9.568444e-01
2.582740e+03,1.107344e+03,1.606115e+01,5.071931e-01,-3.351490e-02,9.319405e-01
2.591380e+03,1.112413e+03,1.629376e+01,4.995212e-01,-1.482759e-02,9.096801e-01
2.600042e+03,1.117452e+03,1.637802e+01,4.915675e-01,3.828690e-03,8.902333e-01
2.608725e+03,1.122460e+03,1.631318e+01,4.834159e-01,2.236980e-02,8.737607e-01
2.617431e+03,1.127434e+03,1.609870e+01,4.751500e-01,4.072771e-02,8.604127e-01
2.626160e+03,1.132373e+03,1.573423e+01,4.668526e-01,5.885126e-02,8.503357e-01
2.634913e+03,1.137274e+03,1.521957e+01,4.586071e-01,7.670258e-02,8.436844e-01
2.643690e+03,1.142135e+03,1.455483e+01,4.504984e-01,9.424694e-02,8.406346e-01
2.652490e+03,1.146955e+03,1.374316e+01,4.426231e-01,1.113560e-01,8.414528e-01
2.661314e+03,1.151732e+03,1.278699e+01,4.350808e-01,1.279397e-01,8.463904e-01
2.670161e+03,1.156465e+03,1.169472e+01,4.279814e-01,1.437442e-01,8.557872e-01
2.679027e+03,1.161152e+03,1.048864e+01,4.214880e-01,1.581710e-01,8.701487e-01
2.687911e+03,1.165793e+03,9.181714e+00,4.157337e-01,1.709710e-01,8.895937e-01
2.696814e+03,1.170388e+03,7.786293e+00,4.108288e-01,1.819503e-01,9.141057e-01
2.705737e+03,1.174934e+03,6.295309e+00,4.068380e-01,1.912969e-01,9.438362e-01
2.714678e+03,1.179432e+03,4.730394e+00,4.037906e-01,1.986618e-01,9.782122e-01
2.723635e+03,1.183886e+03,3.111251e+00,4.016985e-01,2.037694e-01,1.016894e+00
2.732608e+03,1.188295e+03,1.442144e+00,4.005341e-01,2.065929e-01,1.059914e+00
2.741598e+03,1.192663e+03,-2.650400e-01,4.002153e-01,2.070490e-01,1.106977e+00
2.750602e+03,1.196994e+03,-1.997910e+00,4.006169e-01,2.050959e-01,1.157656e+00
2.759620e+03,1.201291e+03,-3.744407e+00,4.015828e-01,2.007187e-01,1.211595e+00
2.768651e+03,1.205559e+03,-5.495345e+00,4.029361e-01,1.939282e-01,1.268389e+00
2.777693e+03,1.209805e+03,-7.222862e+00,4.044455e-01,1.849989e-01,1.327149e+00
2.786744e+03,1.214034e+03,-8.902221e+00,4.059038e-01,1.742779e-01,1.387032e+00
2.795804e+03,1.218252e+03,-1.051635e+01,4.071456e-01,1.621165e-01,1.447328e+00
2.804870e+03,1.222460e+03,-1.204943e+01,4.080435e-01,1.489191e-01,1.507337e+00
2.813945e+03,1.226662e+03,-1.349716e+01,4.085193e-01,1.348583e-01,1.566623e+00
2.823027e+03,1.230859e+03,-1.484919e+01,4.085236e-01,1.202882e-01,1.624756e+00
2.832116e+03,1.235052e+03,-1.609594e+01,4.080419e-01,1.055317e-01,1.681360e+00
2.841213e+03,1.239240e+03,-1.722940e+01,4.070937e-01,9.092636e-02,1.736206e+00
2.850318e+03,1.243422e+03,-1.824662e+01,4.057155e-01,7.665114e-02,1.789159e+00
2.859431e+03,1.247599e+03,-1.914731e+01,4.039530e-01,6.279205e-02,1.840108e+00
2.868553e+03,1.251767e+03,-1.993159e+01,4.018601e-01,4.942295e-02,1.888964e+00
2.877684e+03,1.255927e+03,-2.059996e+01,3.994971e-01,3.660486e-02,1.935659e+00
2.886824e+03,1.260076e+03,-2.115330e+01,3.969273e-01,2.438583e-02,1.980141e+00
2.895974e+03,1.264213e+03,-2.159289e+01,3.942151e-01,1.280116e-02,2.022381e+00
2.905135e+03,1.268336e+03,-2.192037e+01,3.914239e-01,1.873992e-03,2.062362e+00
2.914306e+03,1.272444e+03,-2.213773e+01,3.886138e-01,-8.383806e-03,2.100090e+00
2.923488e+03,1.276535e+03,-2.224722e+01,3.858408e-01,-1.797065e-02,2.135583e+00
2.932681e+03,1.280609e+03,-2.225140e+01,3.831549e-01,-2.689409e-02,2.168878e+00
2.941885e+03,1.284664e+03,-2.215301e+01,3.805996e-01,-3.516962e-02,2.200025e+00
2.951101e+03,1.288699e+03,-2.195497e+01,3.782109e-01,-4.281953e-02,2.229092e+00
2.960328e+03,1.292713e+03,-2.166030e+01,3.760172e-01,-4.987175e-02,2.256157e+00
2.969566e+03,1.296707e+03,-2.127214e+01,3.740388e-01,-5.635879e-02,2.281315e+00
2.978816e+03,1.300679e+03,-2.079363e+01,3.722883e-01,-6.231679e-02,2.304671e+00
2.988078e+03,1.304629e+03,-2.022795e+01,3.707707e-01,-6.778468e-02,2.326341e+00
2.997350e+03,1.308557e+03,-1.957822e+01,3.694834e-01,-7.280332e-02,2.346453e+00
3.006634e+03,1.312465e+03,-1.884752e+01,3.684173e-01,-7.741496e-02,2.365143e+00
3.015928e+03,1.316351e+03,-1.803885e+01,3.675570e-01,-8.166251e-02,2.382554e+00
3.025233e+03,1.320216e+03,-1.715511e+01,3.668817e-01,-8.558916e-02,2.398834e+00
3.034549e+03,1.324060e+03,-1.619918e+01,3.663664e-01,-8.923320e-02,2.414133e+00
3.043875e+03,1.327885e+03,-1.517534e+01,3.659903e-01,-9.257520e-02,2.428564e+00
3.053210e+03,1.331690e+03,-1.408966e+01,3.657412e-01,-9.553700e-02,2.442244e+00
3.062554e+03,1.335478e+03,-1.294934e+01,3.656120e-01,-9.802372e-02,2.455337e+00
3.071907e+03,1.339247e+03,-1.175830e+01,3.655871e-01,-1.000653e-01,2.468037e+00
3.081268e+03,1.342998e+03,-1.052062e+01,3.656401e-01,-1.016875e-01,2.480605e+00
3.090637e+03,1.346735e+03,-9.255071e+00,3.657964e-01,-1.025144e-01,2.493367e+00
3.100013e+03,1.350456e+03,-7.964096e+00,3.660543e-01,-1.026597e-01,2.506540e+00
3.109398e+03,1.354161e+03,-6.642142e+00,3.663805e-01,-1.024041e-01,2.520237e+00
3.118791e+03,1.357851e+03,-5.297675e+00,3.667562e-01,-1.016741e-01,2.534800e+00
3.128191e+03,1.361527e+03,-3.946603e+00,3.671706e-01,-1.002809e-01,2.550764e+00
3.137597e+03,1.365192e+03,-2.600743e+00,3.676324e-01,-9.813139e-02,2.568546e+00
3.147007e+03,1.368846e+03,-1.269945e+00,3.681413e-01,-9.519109e-02,2.588442e+00
3.156421e+03,1.372491e+03,3.043759e-02,3.686889e-01,-9.139797e-02,2.610902e+00
3.165837e+03,1.376128e+03,1.286963e+00,3.692598e-01,-8.676529e-02,2.636275e+00
3.175258e+03,1.379758e+03,2.494225e+00,3.698440e-01,-8.135716e-02,2.665015e+00
3.184681e+03,1.383382e+03,3.637615e+00,3.704138e-01,-7.520864e-02,2.697103e+00
3.194106e+03,1.387003e+03,4.700254e+00,3.709346e-01,-6.840060e-02,2.732331e+00
3.203532e+03,1.390620e+03,5.680187e+00,3.714224e-01,-6.090881e-02,2.770703e+00
3.212962e+03,1.394233e+03,6.575029e+00,3.718801e-01,-5.277349e-02,2.812096e+00
3.222393e+03,1.397844e+03,7.365502e+00,3.722627e-01,-4.422629e-02,2.855690e+00
3.231823e+03,1.401458e+03,8.033064e+00,3.725339e-01,-3.551711e-02,2.900531e+00
3.241252e+03,1.405073e+03,8.574391e+00,3.727142e-01,-2.672342e-02,2.946174e+00
3.250681e+03,1.408691e+03,8.985783e+00,3.728219e-01,-1.795929e-02,2.992128e+00
3.260109e+03,1.412311e+03,9.270219e+00,3.728928e-01,-9.227598e-03,3.038184e+00
3.269537e+03,1.415932e+03,9.430598e+00,3.729546e-01,-5.328669e-04,3.084151e+00
3.278965e+03,1.419554e+03,9.470006e+00,3.730238e-01,8.096780e-03,3.129866e+00
3.288394e+03,1.423176e+03,9.392351e+00,3.731044e-01,1.659627e-02,-3.107992e+00
3.297825e+03,1.426800e+03,9.201017e+00,3.731894e-01,2.492683e-02,-3.063146e+00
3.307257e+03,1.430424e+03,8.898375e+00,3.732622e-01,3.309203e-02,-3.018854e+00
3.316691e+03,1.434048e+03,8.485107e+00,3.732972e-01,4.115723e-02,-2.975203e+00
3.326128e+03,1.437672e+03,7.963783e+00,3.732644e-01,4.911137e-02,-2.932227e+00
3.335567e+03,1.441296e+03,7.343129e+00,3.731388e-01,5.679018e-02,-2.889942e+00
3.345010e+03,1.444919e+03,6.628529e+00,3.728998e-01,6.416442e-02,-2.848514e+00
3.354454e+03,1.448542e+03,5.832144e+00,3.725371e-01,7.109896e-02,-2.808394e+00
3.363901e+03,1.452164e+03,4.963440e+00,3.720559e-01,7.752474e-02,-2.769909e+00
3.373348e+03,1.455785e+03,4.032344e+00,3.714542e-01,8.341921e-02,-2.733351e+00
3.382797e+03,1.459403e+03,3.039777e+00,3.707457e-01,8.886234e-02,-2.698917e+00
3.392249e+03,1.463017e+03,1.988722e+00,3.699375e-01,9.388274e-02,-2.666901e+00
3.401701e+03,1.466631e+03,9.047734e-01,3.690483e-01,9.822452e-02,-2.638143e+00
3.411152e+03,1.470242e+03,-2.015381e-01,3.681259e-01,1.018027e-01,-2.613082e+00
3.420603e+03,1.473852e+03,-1.318016e+00,3.672131e-01,1.045518e-01,-2.592064e+00
3.430053e+03,1.477460e+03,-2.437135e+00,3.663564e-01,1.064504e-01,-2.575056e+00
3.439500e+03,1.481068e+03,-3.543812e+00,3.655705e-01,1.075456e-01,-2.561899e+00
3.448943e+03,1.484678e+03,-4.624911e+00,3.648697e-01,1.079200e-01,-2.552117e+00
3.458383e+03,1.488288e+03,-5.679260e+00,3.643129e-01,1.075651e-01,-2.545792e+00
3.467821e+03,1.491897e+03,-6.710725e+00,3.639770e-01,1.064025e-01,-2.543423e+00
3.477255e+03,1.495508e+03,-7.701631e+00,3.638145e-01,1.046748e-01,-2.543783e+00
3.486686e+03,1.499122e+03,-8.652053e+00,3.638878e-01,1.023005e-01,-2.547008e+00
3.496113e+03,1.502738e+03,-9.561383e+00,3.642531e-01,9.921500e-02,-2.553148e+00
3.505538e+03,1.506357e+03,-1.042360e+01,3.649179e-01,9.550459e-02,-2.561685e+00
3.514959e+03,1.509981e+03,-1.123286e+01,3.658754e-01,9.129934e-02,-2.572067e+00
3.524376e+03,1.513613e+03,-1.198352e+01,3.671003e-01,8.678204e-02,-2.583702e+00
3.533786e+03,1.517255e+03,-1.267013e+01,3.685481e-01,8.218678e-02,-2.595900e+00
3.543189e+03,1.520908e+03,-1.329199e+01,3.702081e-01,7.759544e-02,-2.608427e+00
3.552586e+03,1.524573e+03,-1.385029e+01,3.720856e-01,7.301348e-02,-2.621277e+00
3.561975e+03,1.528251e+03,-1.434632e+01,3.741846e-01,6.844155e-02,-2.634452e+00
3.571357e+03,1.531943e+03,-1.478137e+01,3.765071e-01,6.387909e-02,-2.647955e+00
3.580733e+03,1.535649e+03,-1.515664e+01,3.790518e-01,5.932798e-02,-2.661780e+00
3.590101e+03,1.539371e+03,-1.547331e+01,3.818144e-01,5.479228e-02,-2.675910e+00
3.599461e+03,1.543110e+03,-1.573248e+01,3.847871e-01,5.027798e-02,-2.690318e+00
3.608814e+03,1.546865e+03,-1.593521e+01,3.879590e-01,4.579276e-02,-2.704970e+00
3.618160e+03,1.550639e+03,-1.608252e+01,3.913159e-01,4.134564e-02,-2.719822e+00
3.627497e+03,1.554431e+03,-1.617540e+01,3.948404e-01,3.694668e-02,-2.734823e+00
3.636827e+03,1.558243e+03,-1.621483e+01,3.985122e-01,3.260657e-02,-2.749914e+00
3.646148e+03,1.562075e+03,-1.620176e+01,4.023084e-01,2.833636e-02,-2.765032e+00
3.655462e+03,1.565927e+03,-1.613713e+01,4.062035e-01,2.414705e-02,-2.780107e+00
3.664766e+03,1.569801e+03,-1.602188e+01,4.101697e-01,2.004932e-02,-2.795068e+00
3.674062e+03,1.573697e+03,-1.585696e+01,4.141779e-01,1.605320e-02,-2.809838e+00
3.683350e+03,1.577615e+03,-1.564334e+01,4.181971e-01,1.216783e-02,-2.824342e+00
3.692628e+03,1.581555e+03,-1.538198e+01,4.221959e-01,8.401240e-03,-2.838503e+00
3.701898e+03,1.585519e+03,-1.507389e+01,4.261424e-01,4.760199e-03,-2.852244e+00
3.711159e+03,1.589505e+03,-1.472007e+01,4.300047e-01,1.250099e-03,-2.865492e+00
3.720411e+03,1.593515e+03,-1.432157e+01,4.337516e-01,-2.125094e-03,-2.878177e+00
3.729654e+03,1.597547e+03,-1.387946e+01,4.373532e-01,-5.362844e-03,-2.890233e+00
3.738888e+03,1.601603e+03,-1.339483e+01,4.407810e-01,-8.462001e-03,-2.901601e+00
3.748114e+03,1.605681e+03,-1.286877e+01,4.440089e-01,-1.142271e-02,-2.912227e+00
3.757331e+03,1.609781e+03,-1.230243e+01,4.470132e-01,-1.424629e-02,-2.922065e+00
3.766540e+03,1.613903e+03,-1.169694e+01,4.497733e-01,-1.693508e-02,-2.931078e+00
3.775741e+03,1.618047e+03,-1.105344e+01,4.522716e-01,-1.949229e-02,-2.939236e+00
3.784934e+03,1.622212e+03,-1.037308e+01,4.544946e-01,-2.192184e-02,-2.946521e+00
3.794119e+03,1.626396e+03,-9.657417e+00,4.564312e-01,-2.421052e-02,-2.952920e+00
3.803298e+03,1.630600e+03,-8.910657e+00,4.580684e-01,-2.624055e-02,-2.958402e+00
3.812469e+03,1.634822e+03,-8.138797e+00,4.593935e-01,-2.786143e-02,-2.962927e+00
3.821633e+03,1.639061e+03,-7.347934e+00,4.603996e-01,-2.896296e-02,-2.966486e+00
3.830791e+03,1.643316e+03,-6.544628e+00,4.610850e-01,-2.945162e-02,-2.969128e+00
3.839942e+03,1.647587e+03,-5.735940e+00,4.614538e-01,-2.925055e-02,-2.970943e+00
3.849087e+03,1.651872e+03,-4.925060e+00,4.615199e-01,-2.842163e-02,-2.972002e+00
3.858226e+03,1.656170e+03,-4.124679e+00,4.612925e-01,-2.676364e-02,-2.972456e+00
3.867360e+03,1.660481e+03,-3.338712e+00,4.607944e-01,-2.442423e-02,-2.972672e+00
3.876491e+03,1.664803e+03,-2.565666e+00,4.600591e-01,-2.167662e-02,-2.972997e+00
3.885618e+03,1.669136e+03,-1.817086e+00,4.591215e-01,-1.855363e-02,-2.973636e+00
3.894744e+03,1.673477e+03,-1.109139e+00,4.580172e-01,-1.511104e-02,-2.974773e+00
3.903870e+03,1.677825e+03,-4.460715e-01,4.567573e-01,-1.141208e-02,-2.976379e+00
3.912994e+03,1.682179e+03,1.715169e-01,4.553390e-01,-7.464138e-03,-2.978312e+00
3.922117e+03,1.686538e+03,7.412179e-01,4.537677e-01,-3.306328e-03,-2.980633e+00
3.931239e+03,1.690900e+03,1.259178e+00,4.520611e-01,1.001452e-03,-2.983723e+00
3.940361e+03,1.695264e+03,1.718675e+00,4.502440e-01,5.413047e-03,-2.987842e+00
3.949484e+03,1.699628e+03,2.116783e+00,4.483408e-01,9.885089e-03,-2.993011e+00
3.958606e+03,1.703990e+03,2.454550e+00,4.463796e-01,1.437890e-02,-2.999298e+00
3.967730e+03,1.708349e+03,2.734392e+00,4.443958e-01,1.885737e-02,-3.006801e+00
3.976854e+03,1.712704e+03,2.947710e+00,4.424325e-01,2.338088e-02,-3.015552e+00
3.985980e+03,1.717054e+03,3.100626e+00,4.405196e-01,2.793664e-02,-3.025501e+00
3.995108e+03,1.721397e+03,3.191798e+00,4.386869e-01,3.256119e-02,-3.036616e+00
4.004238e+03,1.725735e+03,3.219603e+00,4.369604e-01,3.724648e-02,-3.048864e+00
4.013372e+03,1.730066e+03,3.182450e+00,4.353631e-01,4.192405e-02,-3.062178e+00
4.022509e+03,1.734392e+03,3.079574e+00,4.339157e-01,4.647500e-02,-3.076468e+00
4.031648e+03,1.738711e+03,2.912322e+00,4.326352e-01,5.076516e-02,-3.091672e+00
4.040792e+03,1.743026e+03,2.684282e+00,4.315325e-01,5.468426e-02,-3.107664e+00
4.049938e+03,1.747336e+03,2.400349e+00,4.306139e-01,5.815212e-02,-3.124312e+00
4.059088e+03,1.751643e+03,2.066955e+00,4.298813e-01,6.110888e-02,-3.141458e+00
4.068241e+03,1.755946e+03,1.690230e+00,4.293334e-01,6.355189e-02,3.124289e+00
4.077396e+03,1.760246e+03,1.275869e+00,4.289665e-01,6.552205e-02,3.106810e+00
4.086554e+03,1.764543e+03,8.296585e-01,4.287742e-01,6.707602e-02,3.089560e+00
4.095714e+03,1.768838e+03,3.572480e-01,4.287469e-01,6.825570e-02,3.072770e+00
4.104877e+03,1.773130e+03,-1.408292e-01,4.288760e-01,6.911103e-02,3.056233e+00
4.114042e+03,1.777422e+03,-6.582398e-01,4.291462e-01,6.960277e-02,3.040085e+00
4.123210e+03,1.781711e+03,-1.187214e+00,4.295360e-01,6.968881e-02,3.024677e+00
4.132379e+03,1.786000e+03,-1.726480e+00,4.300211e-01,6.940245e-02,3.010129e+00
4.141548e+03,1.790287e+03,-2.265074e+00,4.305734e-01,6.864319e-02,2.996784e+00
4.150718e+03,1.794572e+03,-2.783005e+00,4.311703e-01,6.730173e-02,2.984753e+00
4.159887e+03,1.798857e+03,-3.285394e+00,4.317665e-01,6.534663e-02,2.974182e+00
4.169057e+03,1.803140e+03,-3.760642e+00,4.323502e-01,6.284506e-02,2.964860e+00
4.178226e+03,1.807422e+03,-4.198437e+00,4.329070e-01,5.989876e-02,2.956685e+00
4.187395e+03,1.811702e+03,-4.599867e+00,4.333927e-01,5.648710e-02,2.950112e+00
4.196565e+03,1.815984e+03,-4.967588e+00,4.337522e-01,5.245079e-02,2.945598e+00
4.205735e+03,1.820266e+03,-5.295015e+00,4.339741e-01,4.784539e-02,2.942897e+00
4.214906e+03,1.824548e+03,-5.575187e+00,4.340577e-01,4.273058e-02,2.941578e+00
4.224079e+03,1.828829e+03,-5.801993e+00,4.340125e-01,3.723409e-02,2.941254e+00
4.233253e+03,1.833107e+03,-5.968413e+00,4.338646e-01,3.161959e-02,2.941519e+00
4.242427e+03,1.837382e+03,-6.070724e+00,4.336343e-01,2.610301e-02,2.942151e+00
4.251603e+03,1.841652e+03,-6.109001e+00,4.333284e-01,2.077672e-02,2.943022e+00
4.260780e+03,1.845917e+03,-6.084791e+00,4.329541e-01,1.572517e-02,2.943972e+00
4.269958e+03,1.850178e+03,-6.000630e+00,4.325115e-01,1.095747e-02,2.945005e+00
4.279138e+03,1.854433e+03,-5.857966e+00,4.319984e-01,6.449051e-03,2.946111e+00
4.288319e+03,1.858682e+03,-5.660517e+00,4.314201e-01,2.265644e-03,2.947271e+00
4.297501e+03,1.862925e+03,-5.421563e+00,4.308011e-01,-1.219743e-03,2.948478e+00
4.306684e+03,1.867163e+03,-5.153601e+00,4.301692e-01,-3.767690e-03,2.949780e+00
4.315867e+03,1.871394e+03,-4.860719e+00,4.295391e-01,-5.456617e-03,2.951195e+00
4.325051e+03,1.875619e+03,-4.540466e+00,4.289113e-01,-6.531448e-03,2.952656e+00
4.334238e+03,1.879837e+03,-4.204717e+00,4.282930e-01,-6.831681e-03,2.954384e+00
4.343427e+03,1.884050e+03,-3.859804e+00,4.276892e-01,-6.394730e-03,2.956496e+00
4.352619e+03,1.888256e+03,-3.511930e+00,4.271073e-01,-5.265537e-03,2.959183e+00
4.361814e+03,1.892455e+03,-3.158962e+00,4.265461e-01,-3.660877e-03,2.962431e+00
4.371012e+03,1.896649e+03,-2.817868e+00,4.259950e-01,-1.468386e-03,2.966619e+00
4.380212e+03,1.900839e+03,-2.503310e+00,4.254440e-01,1.266097e-03,2.972051e+00
4.389415e+03,1.905025e+03,-2.211320e+00,4.248934e-01,4.299881e-03,2.978910e+00
4.398620e+03,1.909205e+03,-1.937041e+00,4.243358e-01,7.436870e-03,2.987519e+00
4.407828e+03,1.913380e+03,-1.677212e+00,4.237654e-01,1.058983e-02,2.998168e+00
4.417038e+03,1.917551e+03,-1.438431e+00,4.231762e-01,1.370078e-02,3.010426e+00
4.426250e+03,1.921717e+03,-1.232705e+00,4.225589e-01,1.672258e-02,3.023953e+00
4.435463e+03,1.925881e+03,-1.061564e+00,4.219154e-01,1.963612e-02,3.038839e+00
4.444679e+03,1.930041e+03,-9.248312e-01,4.212584e-01,2.244512e-02,3.054921e+00
4.453899e+03,1.934198e+03,-8.230214e-01,4.206042e-01,2.518190e-02,3.071923e+00
4.463121e+03,1.938352e+03,-7.566863e-01,4.199674e-01,2.787381e-02,3.089516e+00
4.472345e+03,1.942503e+03,-7.256288e-01,4.193606e-01,3.051096e-02,3.107395e+00
4.481573e+03,1.946651e+03,-7.287892e-01,4.187966e-01,3.303734e-02,3.125280e+00
4.490802e+03,1.950797e+03,-7.611567e-01,4.182874e-01,3.536221e-02,-3.140165e+00
4.500033e+03,1.954940e+03,-8.142152e-01,4.178417e-01,3.735794e-02,-3.122532e+00
4.509266e+03,1.959082e+03,-8.844637e-01,4.174685e-01,3.896804e-02,-3.105159e+00
4.518499e+03,1.963221e+03,-9.685252e-01,4.171740e-01,4.017922e-02,-3.088188e+00
4.527733e+03,1.967360e+03,-1.063734e+00,4.169623e-01,4.100086e-02,-3.071747e+00
4.536968e+03,1.971497e+03,-1.171760e+00,4.168405e-01,4.141493e-02,-3.055968e+00
4.546206e+03,1.975634e+03,-1.295138e+00,4.168207e-01,4.138362e-02,-3.040987e+00
4.555446e+03,1.979770e+03,-1.427536e+00,4.169087e-01,4.097263e-02,-3.026933e+00
4.564688e+03,1.983905e+03,-1.564546e+00,4.171072e-01,4.026389e-02,-3.013939e+00
4.573932e+03,1.988039e+03,-1.700063e+00,4.174131e-01,3.935266e-02,-3.002277e+00
4.583176e+03,1.992174e+03,-1.827832e+00,4.178193e-01,3.833942e-02,-2.992159e+00
4.592419e+03,1.996309e+03,-1.939604e+00,4.183235e-01,3.730394e-02,-2.984088e+00
4.601660e+03,2.000446e+03,-2.032737e+00,4.189296e-01,3.630840e-02,-2.978272e+00
4.610900e+03,2.004584e+03,-2.112593e+00,4.196474e-01,3.543775e-02,-2.974779e+00
4.620138e+03,2.008722e+03,-2.192072e+00,4.204853e-01,3.481346e-02,-2.973660e+00
4.629373e+03,2.012862e+03,-2.273263e+00,4.214372e-01,3.453827e-02,-2.975202e+00
4.638606e+03,2.017003e+03,-2.359900e+00,4.224944e-01,3.465992e-02,-2.979508e+00
4.647835e+03,2.021147e+03,-2.456282e+00,4.236466e-01,3.515548e-02,-2.986479e+00
4.657061e+03,2.025294e+03,-2.566266e+00,4.248852e-01,3.596142e-02,-2.995905e+00
4.666284e+03,2.029445e+03,-2.692993e+00,4.262040e-01,3.700826e-02,-3.007526e+00
4.675504e+03,2.033599e+03,-2.838520e+00,4.275928e-01,3.825257e-02,-3.021061e+00
4.684722e+03,2.037759e+03,-3.004256e+00,4.290341e-01,3.966236e-02,-3.036202e+00
4.693938e+03,2.041924e+03,-3.191048e+00,4.305029e-01,4.117395e-02,-3.052575e+00
4.703152e+03,2.046095e+03,-3.398416e+00,4.319701e-01,4.266545e-02,-3.069768e+00
4.712363e+03,2.050272e+03,-3.623973e+00,4.334036e-01,4.398024e-02,-3.087373e+00
4.721572e+03,2.054456e+03,-3.852560e+00,4.347688e-01,4.498457e-02,-3.105114e+00
4.730778e+03,2.058646e+03,-4.073297e+00,4.360377e-01,4.546658e-02,-3.122670e+00
4.739980e+03,2.062842e+03,-4.280966e+00,4.371847e-01,4.546632e-02,-3.139657e+00
4.749179e+03,2.067043e+03,-4.466876e+00,4.381832e-01,4.516140e-02,3.127415e+00
4.758374e+03,2.071250e+03,-4.632819e+00,4.390116e-01,4.427324e-02,3.112442e+00
4.767567e+03,2.075462e+03,-4.773868e+00,4.396552e-01,4.294457e-02,3.098639e+00
4.776757e+03,2.079679e+03,-4.883351e+00,4.401060e-01,4.123569e-02,3.085860e+00
4.785945e+03,2.083899e+03,-4.959007e+00,4.403560e-01,3.920922e-02,3.074067e+00
4.795131e+03,2.088122e+03,-4.996922e+00,4.404029e-01,3.704284e-02,3.063145e+00
4.804315e+03,2.092346e+03,-4.999757e+00,4.402302e-01,3.463813e-02,3.053244e+00
4.813498e+03,2.096572e+03,-4.963921e+00,4.398403e-01,3.210163e-02,3.044228e+00
4.822681e+03,2.100799e+03,-4.888315e+00,4.392338e-01,2.945644e-02,3.036021e+00
